,input_text,label,label_idx
72,năm 2024 Trên cơ sở kết quả biểu quyết của các Thành viên Chính phủ,B-DAT I-DAT O O O O O O O O O B-PER I-PER B-DEP I-DEP,"[1, 9, 16, 16, 16, 16, 16, 16, 16, 16, 16, 5, 13, 2, 10]"
73,Điều 1 BỘ TÀI CHÍNH,B-CLA I-CLA B-DEP I-DEP I-DEP,"[0, 8, 2, 10, 10]"
74,CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM,B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC,"[4, 12, 12, 12, 12, 12, 12, 12]"
75,"Số : 52/2024/TT -BTC Hà Nội , ngày 23 tháng 7 năm 2024",O O B-DOCID I-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 3, 11, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
76,THÔNG TƯ BÃI BỎ MỘT SỐ THÔNG TƯ CỦA BỘ TRƯỞNG BỘ TÀI CHÍNH TRONG LĨNH VỰC,B-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 14, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
77,"THUẾ Căn cứ Luật Ban hành văn bản quy phạm pháp luật ngày 22 tháng 6 năm 2015 ; Luật sửa đổi , bổ sung một số điều của Luật Ban hành văn bản quy phạm pháp luật ngày 18 tháng 6 năm 2020",B-TIT O O B-DOCID I-DOCID I-DOCID I-DOCID I-DOCID I-DOCID I-DOCID I-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-TIT I-TIT I-TIT I-TIT I-TIT B-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[6, 16, 16, 3, 11, 11, 11, 11, 11, 11, 11, 11, 1, 9, 9, 9, 9, 9, 16, 6, 14, 14, 14, 14, 6, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9]"
78,"Căn cứ Luật thuế giá trị gia tăng ngày 03 tháng 6 năm 2008 , Luật sửa đổi , bổ sung một số điều của Luật thuế giá trị gia tăng ngày 19 tháng 6 năm 2013 và các văn bản hướng dẫn thi hành",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O O O O O O O O,"[16, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 16, 16, 16, 16, 16, 16, 16]"
79,"Căn cứ Luật thuế thu nhập doanh nghiệp ngày 03 tháng 6 năm 2008 , Luật sửa đổi , bổ sung một số điều của Luật thuế thu nhập doanh nghiệp ngày 19 tháng 6 năm 2013 và các văn bản hướng dẫn thi hành , Luật sửa đổi , bổ sung một số điều của các Luật về thuế ngày 26 tháng 11 năm 2014 và các văn bản hướng dẫn thi hành",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O O O O O O O O O O O O O O O O O O O O B-TYP O O B-DAT I-DAT I-DAT I-DAT I-DAT B-DAT O O O O O O O O,"[16, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 6, 14, 14, 14, 14, 14, 14, 6, 14, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 7, 16, 16, 1, 9, 9, 9, 9, 1, 16, 16, 16, 16, 16, 16, 16, 16]"
80,"Căn cứ Luật thuế xuất khẩu , thuế nhập khẩu ngày 06 tháng 4 năm 2016 và các văn bản hướng",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O O O O O,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 16, 16, 16, 16]"
81,Căn cứ Nghị định số 34/2016/NĐ -CP ngày 14 tháng 5 năm 2016 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Ban hành văn bản quy phạm pháp luật,O O B-TIT I-TIT O B-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O O O O O O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[16, 16, 6, 14, 16, 3, 11, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14]"
82,"Căn cứ Nghị định số 154/2020/NĐ -CP ngày 31 tháng 12 năm 2020 của Chính phủ sửa đổi , bổ sung một số điều của Nghị định số 34/2016/NĐ -CP ngày 14 tháng 5 năm 2016 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Ban hành văn bản quy phạm pháp luật",O O B-TIT I-TIT O B-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O O O O B-TIT I-TIT O B-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O O O O O O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[16, 16, 6, 14, 16, 3, 11, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 14, 16, 3, 11, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14]"
83,"Căn cứ Nghị định số 14/2023/NĐ -CP ngày 20 tháng 4 năm 2023 của Chính phủ quy định chức năng , nhiệm vụ , quyền hạn và cơ cấu tổ chức của Bộ Tài chính",O O B-TIT I-TIT O B-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O O O O O O O O O O O B-DEP I-DEP I-DEP,"[16, 16, 6, 14, 16, 3, 11, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 2, 10, 10]"
84,"Theo đề nghị của Cục trưởng Cục Quản lý , giám sát chính sách thuế , phí và lệ phí",O O O O B-PER I-PER B-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP,"[16, 16, 16, 16, 5, 13, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
85,Bộ trưởng Bộ Tài chính ban hành Thông tư bãi bỏ một số Thông tư của Bộ trưởng Bộ Tài chính,B-PER I-PER B-DEP I-DEP I-DEP O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-PER I-PER B-DEP I-DEP I-DEP,"[5, 13, 2, 10, 10, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 16, 5, 13, 2, 10, 10]"
86,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM,B-DEP I-DEP B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC,"[2, 10, 4, 12, 12, 12, 12, 12, 12, 12]"
87,"Luật số : 107/2016/QH13 Hà Nội , ngày 06 tháng 4 năm 2016",O O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
88,"LUẬT THUẾ XUẤT KHẨU , THUẾ NHẬP KHẨU",B-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 6, 14, 14, 14, 14, 14, 14]"
89,Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam,O O B-TIT I-TIT O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC,"[16, 16, 6, 14, 16, 4, 12, 12, 12, 12, 12, 12, 12]"
90,"Quốc hội ban hành Luật thuế xuất khẩu , thuế nhập khẩu",B-DEP I-DEP O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[2, 10, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14]"
91,CHÍNH PHỦ -CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM,B-DEP I-DEP B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC,"[2, 10, 4, 12, 12, 12, 12, 12, 12, 12]"
92,"Số : 256/2025/NĐ-CP Hà Nội , ngày 03 tháng 10 năm 2025",O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
93,NGHỊ ĐỊNH QUY ĐỊNH CHI TIẾT VỀ VIỆC THỰC HIỆN DỰ ÁN ÁP DỤNG LOẠI HỢP ĐỒNG XÂY DỰNG,B-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 14, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
94,CHUYỂN GIAO Căn cứ Luật Tổ chức Chính phủ số 63/2025/QH15,B-TIT I-TIT O O B-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID,"[6, 14, 16, 16, 6, 14, 14, 14, 14, 16, 3]"
95,Căn cứ Luật Đầu tư theo phương thức đối tác công tư số 64/2020/QH14,O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 16, 3]"
96,"Căn cứ Luật sửa đổi , bổ sung một số điều của Luật Quy hoạch , Luật Đầu tư , Luật Đầu tư theo phương thức đối tác công tư và Luật Đấu thầu số 57/2024/QH15",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT O B-DOCID,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14, 16, 6, 14, 14, 16, 6, 14, 14, 14, 14, 6, 14, 14, 14, 14, 16, 6, 14, 14, 16, 3]"
97,"Căn cứ Luật sửa đổi , bổ sung một số điều của Luật Đấu thầu , Luật Đầu tư theo phương thức đối tác công tư , Luật Hải quan , Luật Thuế giá trị gia tăng , Luật Thuế xuất khẩu , thuế nhập khẩu , Luật Đầu tư",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-TIT I-TIT O B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14, 16, 6, 14, 14, 14, 14, 14, 14, 14, 6, 14, 16, 6, 14, 14, 16, 6, 14, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14]"
98,"Luật Đầu tư công , Luật Quản lý sử dụng tài sản công số 90/2025/QH15",B-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID,"[6, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 14, 14, 16, 3]"
99,Theo đề nghị của Bộ trưởng Bộ Tài chính,O O O O B-PER I-PER B-DEP I-DEP I-DEP,"[16, 16, 16, 16, 5, 13, 2, 10, 10]"
100,Chính phủ ban hành Nghị định quy định chi tiết về việc thực hiện dựánáp dụng loại hợp đồng Xây,B-DEP I-DEP O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[2, 10, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
101,dựng - Chuyển giao CHÍNH PHỦ,B-TIT I-TIT I-TIT I-TIT B-DEP I-DEP,"[6, 14, 14, 14, 2, 10]"
102,-CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM,B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC,"[4, 12, 12, 12, 12, 12, 12, 12]"
103,"Số : 82/2025/NĐ-CP Hà Nội , ngày 02 tháng 4 năm 2025",O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
104,"NGHỊ ĐỊNH GIA HẠN THỜI HẠN NỘP THUẾ GIÁ TRỊ GIA TĂNG , THUẾ THU NHẬP DOANH NGHIỆP",B-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 14, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
105,THUẾ THU NHẬP CÁ NHÂN VÀ TIỀN THUÊ ĐẤT TRONG NĂM 2025,B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
106,Căn cứ Luật Tổ chức Chính phủ ngày 18 tháng 02 năm 2025,O O B-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 6, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9]"
107,"Căn cứ Luật Quản lý thuế ngày 13 tháng 6 năm 2019 ; Luật sửa đổi , bổ sung một số điều của Luật",O O B-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[16, 16, 6, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
108,"Chứng khoán , Luật Kế toán , Luật Kiểm toán độc lập , Luật Ngân sách nhà nước , Luật Quản lý , sử dụng tài sản công , Luật Quản lý thuế , Luật Thuế thu nhập cá nhân , Luật Dự trữ quốc gia , Luật Xử lý vi phạm hành chính ngày 29 tháng 11 năm 2024",B-TIT I-TIT O B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT B-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[6, 14, 16, 6, 14, 14, 16, 6, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 6, 14, 14, 16, 6, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14, 16, 6, 14, 14, 14, 6, 14, 14, 1, 9, 9, 9, 9, 9]"
109,Theo đề nghị của Bộ trưởng Bộ Tài chính,O O O O B-PER I-PER B-DEP I-DEP I-DEP,"[16, 16, 16, 16, 5, 13, 2, 10, 10]"
110,"Chính phủ ban hành Nghị định gia hạn thời hạn nộp thuế giá trị gia tăng , thuế thu nhập doanh nghiệp thuế thu nhập cá nhân và tiền thuê đất trong năm 2025",B-DEP I-DEP O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[2, 10, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
111,CHÍNH PHỦ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM,B-DEP I-DEP B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC,"[2, 10, 4, 12, 12, 12, 12, 12, 12, 12]"
112,"Số : 181/2025/NĐ -CP Hà Nội , ngày 01 tháng 7 năm 2025",O O B-DOCID I-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 3, 11, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
113,NGHỊ ĐỊNH QUY ĐỊNH CHI TIẾT THI HÀNH MỘT SỐ ĐIỀU CỦA LUẬT THUẾ GIÁ TRỊ GIA TĂNG,B-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 14, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
114,Căn cứ Luật Tổ chức Chính phủ ngày 18 tháng 02 năm 2025,O O B-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 6, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9]"
115,Căn cứ Luật Thuế giá trị gia tăng ngày 26 tháng 11 năm 2024,O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9]"
116,"Căn cứ Luật sửa đổi , bổ sung một số điều của Luật Đấu thầu , Luật Đầu tư theo phương thức đối tác công tư , Luật Hải quan , Luật Thuế giá trị gia tăng , Luật Thuế xuất khẩu , thuế nhập khẩu",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14, 16, 6, 14, 14, 14, 14, 14, 14, 6, 14, 14, 16, 6, 14, 14, 16, 6, 14, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 14, 14]"
117,"Luật Đầu tư , Luật Đầu tư công , Luật Quản lý , sử dụng tài sản công ngày 25 tháng 6 năm 2025",B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[6, 14, 14, 16, 6, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9]"
118,Theo đề nghị của Bộ trưởng Bộ Tài chính,O O O O B-PER I-PER B-DEP I-DEP I-DEP,"[16, 16, 16, 16, 5, 13, 2, 10, 10]"
119,Chính phủ ban hành Nghị định quy định chi tiết thi hành một số điều của Luật Thuế giá trị gia,B-DEP I-DEP O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT,"[2, 10, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14]"
120,tăng CHÍNH PHỦ,B-TIT B-DEP I-DEP,"[6, 2, 10]"
121,"Số : 254/2025/NĐ-CP Hà Nội , ngày 26 tháng 9 năm 2025",O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
122,"NGHỊ ĐỊNH QUY ĐỊNH VỀ QUẢN LÝ , THANH TOÁN , QUYẾT TOÁN DỰ ÁN SỬ DỤNG VỐN ĐẦU TƯ CÔNG",B-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 14, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
123,Căn cứ Luật Tổ chức Chính phủ số 63/2025/QH15,O O B-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID,"[16, 16, 6, 14, 14, 14, 14, 16, 3]"
124,"Căn cứ Luật Ban hành văn bản quy phạm pháp luật số 64/2025/QH15 được sửa đổi , bổ sung bởi Luật",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID O O O O O O O B-TIT,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 3, 16, 16, 16, 16, 16, 16, 16, 6]"
125,số 87/2025/QH15 Căn cứ Luật Ngân sách nhà nước số 89/2025/QH15,O B-DOCID O O B-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID,"[16, 3, 16, 16, 6, 14, 14, 14, 14, 16, 3]"
126,"Căn cứ Luật Đầu tư công số 58/2024/QH15 được sửa đổi , bổ sung bởi Luật số 90/2025/QH15",O O B-TIT I-TIT I-TIT I-TIT O B-DOCID O O O O O O O O O B-DOCID,"[16, 16, 6, 14, 14, 14, 16, 3, 16, 16, 16, 16, 16, 16, 16, 16, 16, 3]"
127,Căn cứ Luật Đất đai số 31/2024/QH15,O O B-TIT I-TIT I-TIT O B-DOCID,"[16, 16, 6, 14, 14, 16, 3]"
128,"Căn cứ Luật Đấu thầu số 22/2023/QH15 được sửa đổi , bổ sung bởi Luật số 57/2024/QH15",O O B-TIT I-TIT I-TIT O B-DOCID O O O O O O O O O B-DOCID,"[16, 16, 6, 14, 14, 16, 3, 16, 16, 16, 16, 16, 16, 16, 16, 16, 3]"
129,Căn cứ Luật Bảo vệ bí mật nhà nước số 29/2018/QH14,O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 16, 3]"
130,"Căn cứ Luật Quy hoạch số 21/2017/QH14 được sửa đổi , bổ sung bởi Luật Khám bệnh , chữa bệnh số",O O B-TIT I-TIT I-TIT O B-DOCID O O O O O O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O,"[16, 16, 6, 14, 14, 16, 3, 16, 16, 16, 16, 16, 16, 16, 6, 14, 14, 14, 14, 14, 16]"
131,"15/2023/QH15 , Luật Giá số 16/2023/QH15 , Luật Tài nguyên nước số 28/2023/QH15",B-DOCID O B-TIT I-TIT O B-DOCID O B-TIT I-TIT I-TIT I-TIT O B-DOCID,"[3, 16, 6, 14, 16, 3, 16, 6, 14, 14, 14, 16, 3]"
132,Căn cứ Luật Quản lý nợ công số 20/2017/QH14,O O B-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID,"[16, 16, 6, 14, 14, 14, 14, 16, 3]"
133,"Căn cứ Luật Xây dựng số 50/2014/QH13 được sửa đổi , bổ sung bởi Luật số 62/2020/QH14",O O B-TIT I-TIT I-TIT O B-DOCID O O O O O O O O O B-DOCID,"[16, 16, 6, 14, 14, 16, 3, 16, 16, 16, 16, 16, 16, 16, 16, 16, 3]"
134,Căn cứ Luật Cơ quan đại diện nước Cộng hòa xã hội chủ nghĩa Việt Namở nước ngoài số,O O B-TIT I-TIT I-TIT I-TIT I-TIT O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC O O O,"[16, 16, 6, 14, 14, 14, 14, 16, 4, 12, 12, 12, 12, 12, 12, 12, 16, 16, 16]"
135,"33/2009/QH12 được sửa đổi , bổ sung bởi Luật số 19/2017/QH14",B-DOCID O O O O O O O O O B-DOCID,"[3, 16, 16, 16, 16, 16, 16, 16, 16, 16, 3]"
136,Theo đề nghị của Bộ trưởng Bộ Tài chính,O O O O B-PER I-PER B-DEP I-DEP I-DEP,"[16, 16, 16, 16, 5, 13, 2, 10, 10]"
137,"Chính phủ ban hành Nghị định quy định về quản lý , thanh toán , quyết toán dựán sử dụng vốn đầu tư",B-DEP I-DEP O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[2, 10, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
138,công CHÍNH PHỦ,B-TIT B-DEP I-DEP,"[6, 2, 10]"
139,-CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM,B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC,"[4, 12, 12, 12, 12, 12, 12, 12]"
140,"Số : 199/2025/NĐ-CP Hà Nội , ngày 08 tháng 7 năm 2025",O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
141,"NGHỊ ĐỊNH SỬA ĐỔI , BỔ SUNG NGHỊ ĐỊNH SỐ 26/2023/NĐ-CP NGÀY 31 THÁNG 5 NĂM 2023 CỦA",B-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O,"[6, 14, 6, 14, 14, 14, 14, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16]"
142,"CHÍNH PHỦ VỀ BIỂU THUẾ XUẤT KHẨU , BIỂU THUẾ NHẬP KHẨU ƯU ĐÃI , DANH MỤC",B-DEP I-DEP O B-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT,"[2, 10, 16, 6, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 16, 6, 14]"
